UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,TENURSYS,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,FAXTELE,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE
101994,Reid State Technical College,I65 and Hwy 83,Evergreen,AL,36401,1,5,Dr . Douglas M Littles,President,2515781313,630510731,569200,1,www.rstc.edu,www.rstc.edu,www.rstc.edu,www.rstc.edu,www.rstc.edu,4,2,1,3,1,2,40,1,2,2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,1, ,4,1,1,-1,3,1,2,40,1,2,1,-2,-2,-2,-2,1,Alabama College System,2515784824,1035,"Conecuh County, AL",102,-86.964486,31.46071
102030,Bishop State Community College,351 North Broad Street,Mobile,AL,36603-5898,1,5,James Lowe,President,2514057000,630507477,103000,1,www.bishop.edu,www.bishop.edu/admissions.html,www.bishop.edu/finaid.html,www.bishop.edu/admissions.html,www.bishop.edu/calculator/,4,2,1,3,1,2,40,1,1,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,2,1,3,40,1,2,2,33660,1,380,-2,1,Alabama College System,2514389523,1097,"Mobile County, AL",101,-88.056982,30.693972
102049,Samford University,800 Lakeshore Drive,Birmingham,AL,35229-2240,1,5,Andrew Westmoreland,President,2057262011,630312914,103600,1,www.samford.edu,www.samford.edu/admission/,www.samford.edu/admin/finaid/,admission.samford.edu/subpage.aspx?id=2147487982,samfordnpc.com/,2,1,2,9,1,1,11,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,19,10,12,10,5,14,21,1,2,2,13820,1,142,-2,2,-2,2057262738,1073,"Jefferson County, AL",106,-86.790932,33.464578
102058,Selma University,"1501 Lapsley St, Dinkins Hall",Selma,AL,36701,1,5,"Dr. Alvin A. Cleveland, Sr.",President,3348722533,630367461,4067300,1,selmauniversity.org, , , , ,2,1,2,7,1,1,20,1,1,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,24,-2,-2,-2,5,-2,-3,2,2,1,42820,2,-2,-2,2,-2, ,1047,"Dallas County, AL",107,-87.033826,32.420358
102067,Shelton State Community College,9500 Old Greensboro Rd,Tuscaloosa,AL,35405-8522,1,5,"Mark A. Heinrich, Ph.D.",President,2053912211,636002149,569100,1,www.sheltonstate.edu,www.sheltonstate.edu/admissions.aspx,www.sheltonstate.edu/financial_aid.aspx,https://ais.sheltonstate.edu/HESTUPORTAL/apecs_hestuportal_application_link.aspx?instid=SS00,www.sheltonstate.edu/financial_aid/price_calculator.aspx,4,2,1,3,1,2,40,1,1,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,3,1,3,40,1,2,3,46220,1,-2,-2,1,Alabama Community College System,2053912426,1125,"Tuscaloosa County, AL",107,-87.56148,33.120531
102076,Snead State Community College,102 Elder Street,Boaz,AL,35957-0734,1,5,Dr. Robert J. Exley,President,2565935120,630521412,103800,1,www.snead.edu, , , ,www.snead.edu/npcalc.htm,4,2,1,3,1,2,40,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,2,1,2,40,1,2,2,10700,2,-2,-2,1,Alabama College System,2565937180,1095,"Marshall County, AL",104,-86.16948,34.20069
102094,University of South Alabama,307 N University Blvd,Mobile,AL,36688-0002,1,5,V. Gordon Moulton,President,2514606101,630477348,105700,1,www.southalabama.edu,www.southalabama.edu/admissions/,www.southalabama.edu/finaid/,www.southalabama.edu/admissions/appdeadline.html,instresrch.usouthal.edu/npc/,1,1,1,9,1,1,11,1,2,1,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,10,18,8,4,15,16,1,2,4,33660,1,380,-2,2,-2,2514607876,1097,"Mobile County, AL",101,-88.18189,30.695081
102234,Spring Hill College,4000 Dauphin St,Mobile,AL,36608-1791,1,5,"Rev. Richard P. Salmi, S.J.",President,2513804000,630302179,104100,1,www.shc.edu,www.shc.edu/admissions-and-financial-aid/,www.shc.edu/admissions-and-financial-aid/,www.shc.edu/admissions-and-financial-aid/apply,www.shc.edu/ug/tuition-and-financial-aid/resources/net-price-calculator,2,1,2,8,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,Springhill|Springhill College|SHC|the Hill,2,20,10,8,10,3,11,21,1,2,2,33660,1,380,-2,2,-2,2514602182,1097,"Mobile County, AL",101,-88.138199,30.694751
102261,Southeastern Bible College,2545 Valleydale Road,Birmingham,AL,35224-2083,1,5,Dr. Don Hawkins,President,2059709200,630338081,2270400,1,www.sebc.edu, , , ,www.sebc.edu/NetPriceCalculator.php,2,1,2,5,1,2,30,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,24,-2,-2,-2,2,-2,51,2,2,1,13820,1,142,-2,2,-2,2059709207,1117,"Shelby County, AL",106,-86.749045,33.378935
102270,Stillman College,3601 Stillman Boulevard,Tuscaloosa,AL,35403,1,5,"Ernest McNealey, Ph.D.",President,2053494240,630315935,104400,1,www.stillman.edu, , , ,www.stillman.edu/finanical-aid/npcalc.htm,2,1,2,5,1,2,30,1,1,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,9,-1,9,2,11,32,1,2,2,46220,1,-2,-2,2,-2,2052478015,1125,"Tuscaloosa County, AL",107,-87.585242,33.199228
102298,Talladega College,627 W Battle St,Talladega,AL,35160,1,5,Dr. Billy C. Hawkins,President,2567616100,630288870,104600,1,www.talladega.edu, , ,www.talladega.edu, ,2,1,2,5,1,2,30,1,1,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,6,-1,9,2,8,31,1,2,1,45180,2,-2,-2,2,-2,2567619206,1121,"Talladega County, AL",103,-86.113675,33.434258
102313,H Councill Trenholm State Technical College,1225 Air Base Blvd,Montgomery,AL,36108-3199,1,5,Mr. Samuel Munnerlyn,President,3344204200,630510750,573400,1,www.trenholmstate.edu,www.trenholmstate.edu,www.trenholmstate.edu,www.trenholmstate.edu,www.trenholmstate.edu,4,2,1,3,1,2,40,1,1,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,Trenholm State,4,1,1,-1,3,1,2,40,1,2,2,33860,1,388,-2,1,Alabama College System,3344204201,1101,"Montgomery County, AL",102,-86.343057,32.350109
102368,Troy University,University Avenue,Troy,AL,36082-0001,1,5,"Dr. Jack Hawkins, Jr.",Chancellor,3346703100,636001102,104700,1,www.troy.edu,admissions.troy.edu/,www.troy.edu/financialaid/,admissions.troy.edu/,admissions.troy.edu/npcalc.aspx,1,1,1,9,1,1,13,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,TROY,2,18,13,7,5,4,16,21,1,2,5,45980,2,-2,-2,2,-2,3346703774,1109,"Pike County, AL",102,-85.950191,31.800128
102377,Tuskegee University,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,1,5,Gilbert L. Rochon,President,3347278011,-1,105000,1,www.tuskegee.edu,www.tuskegee.edu/admissions.aspx,www.tuskegee.edu/academics/academic_services/financial_aid.aspx, ,www.tuskegee.edu,2,1,2,9,1,1,11,1,1,2,1,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,13,17,9,4,11,21,1,1,2,46260,2,194,-2,2,-2,3347275276,1087,"Macon County, AL",103,-85.710315,32.431021
102395,United States Sports Academy,One Academy Dr,Daphne,AL,36526-7055,1,5,Dr. Thomas P. Rosandich,President/CEO,2.51626E+13,630771624,2170600,1,www.ussa.edu,ussa.edu/,https://records.ussa.edu/empower/fusebox.cfm?fuseaction=WEBFAQ01,https://records.ussa.edu/, ,2,1,2,9,1,1,14,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,The Academy |America's Sports University,2,32,-2,-2,-2,6,-2,59,2,2,1,19300,2,380,-2,2,-2,2516251035,1003,"Baldwin County, AL",101,-87.91163,30.639329
102429,Bevill State Community College,1411 Indiana Avenue,Jasper,AL,35501,1,5,Anne Mcnutt,President,2053870511,631102108,573305,1,www.bscc.edu,www.bscc.edu/admissions/,www.bscc.edu/financialaid/,https://info.bscc.edu/cgi-bin/admonline.mbr/login, ,4,2,1,3,1,2,40,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,2,1,3,40,1,2,2,13820,1,142,-2,1,Alabama College System,2056482288,1127,"Walker County, AL",104,-87.265034,33.835785
102553,University of Alaska Anchorage,3211 Providence Drive,Anchorage,AK,99508,2,8,Tom Case,Chancellor,9077861800,926000147,1146200,1,www.uaa.alaska.edu,www.uaa.alaska.edu/admissions/,www.uaa.alaska.edu/financialaid/,uaonline.alaska.edu/,www.uaa.alaska.edu/admissions/,1,1,1,8,1,1,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,UAA,2,18,13,4,5,3,12,21,1,2,4,11260,1,-2,-2,1,University of Alaska System of Higher Education,9077864888,2020,"Anchorage Municipality, AK",200,-149.826135,61.189554
102580,Alaska Bible College,200 College Rd,Glennallen,AK,99588,2,8,Nicholas Ringger,President,8223201221,943255546,884300,1,www.akbible.edu/,www.akbible.edu/admissions,www.akbible.edu/costs,www.akbible.edu/sites/default/files/Application%20For%20Admission.pdf,www.akbible.edu/sites/default/files/npcalc.htm,2,1,2,5,1,2,30,1,2,2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,1, ,3,-3,-3,-3,-3,-3,-3,-3,2,2,1,-2,-2,-2,-2,2,-2, ,2261,"Valdez-Cordova Census Area, AK",200,-145.52624,62.11296
102614,University of Alaska Fairbanks,505 South Chandalar Drive,Fairbanks,AK,99775-7500,2,8,Brian Rogers,Chancellor,9074747211,926000147,106300,1,www.uaf.edu,www.uaf.edu/admissions/,www.uaf.edu/finaid/,www.uaf.edu/admissions/apply/index.xml,www.uaf.edu/finaid/net-price-calculator/,1,1,1,9,1,1,12,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,10,17,6,4,13,16,1,1,3,21820,1,-2,-2,1,University of Alaska System of Higher Education,9074745379,2090,"Fairbanks North Star Borough,",200,-147.82475,64.857053
102632,University of Alaska Southeast,11120 Glacier Highway,Juneau,AK,99801-8697,2,8,John Pugh,Chancellor,8774654827,926000147,106500,1,www.uas.alaska.edu,uas.alaska.edu/admissions,www.uas.alaska.edu/financial_aid/index.html,uaonline.alaska.edu/,www.uas.alaska.edu/financial_aid/index.html,1,1,1,7,1,1,20,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,2,20,7,9,5,4,9,21,1,2,2,27940,2,-2,-2,1,University of Alaska System of Higher Education,9077966365,2110,"Juneau City and Borough, AK",200,-134.636346,58.38427
102669,Alaska Pacific University,4101 University Dr,Anchorage,AK,99508,2,8,Don Bantz,President,9075611266,920023588,106100,1,www.alaskapacific.edu,www.alaskapacific.edu/admissions/Pages/Default.aspx,www.alaskapacific.edu/admissions/financialaid/Pages/Default.aspx,https://apply.alaskapacific.edu/Pages/Default.aspx,https://my.alaskapacific.edu/uniquesigce3d1b55322415c149deda8964ead9cb/uniquesig0/SecureInternalMyPortalHomePage/,2,1,2,9,1,1,13,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,20,13,8,5,5,7,21,2,2,1,11260,1,-2,-2,2,-2,9075622337,2020,"Anchorage Municipality, AK",200,-149.804242,61.191235
102711,AVTEC-Alaska's Institute of Technology,809 Second Avenue,Seward,AK,99664-0889,2,8,Fred Esposito,Director,9072243322,926001185,3160300,1,www.avtec.edu/,www.avtec.edu/Admissions.htm,www.avtec.edu/Admissions.htm,www.avtec.edu/ApplyNow.htm,www.avtec.edu/NetPriceCalculator/npcalc.htm,7,3,1,2,1,2,0,2,2,2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,2,AVTEC,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,-2,-2,-2,-2,2,-2,9072244400,2122,"Kenai Peninsula Borough, AK",200,-149.444573,60.110727
102845,Charter College-Anchorage,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,2,8,Richard McLean,President,9072771000,920105865,2576900,1,www.chartercollege.edu, , , ,www.chartercollege.edu,3,1,3,5,1,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,3,23,2,-1,6,2,6,40,2,2,2,11260,1,-2,-2,1,Prospect Education,9072743342,2020,"Anchorage Municipality, AK",200,-149.840178,61.195786
103361,Prince William Sound Community College,303 Lowe Street,Valdez,AK,99686-0097,2,8,Douglas A. Desorcie,President,9078341600,926000147,1146205,1,www.pwscc.edu,www.pwscc.edu/admissions.shtml,www.pwscc.edu/finaid.shtml,www.pwscc.edu/prospective_student.shtml,www.pwscc.edu/tuition.shtml,4,2,1,3,1,2,40,1,2,2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,1,PWSCC,4,2,1,-1,1,1,1,40,1,2,1,-2,-2,-2,-2,1,University of Alaska System of Higher Education,9078341635,2261,"Valdez-Cordova Census Area, AK",200,-146.17799,61.122364
103501,Alaska Career College,1415 E Tudor Road,Anchorage,AK,99507-1033,2,8,Jennifer Deitz,President,9.07564E+12,920106326,2541000,1,www.alaskacareercollege.edu, , , ,www.alaskacareercollege.edu,6,2,3,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,4,-3,-3,-3,-3,-3,-3,-3,2,2,1,11260,1,-2,-2,2,-2,9075638330,2020,"Anchorage Municipality, AK",200,-149.856954,61.181443
103529,University of Alaska System of Higher Education,910 Yukon Drive,Fairbanks,AK,99775-5000,2,8,Patrick Gamble,President,9074508000,926000147,800500,2,www.alaska.edu/,www.alaska.edu/studentservices/,www.alaska.edu/studentservices/,www.alaska.edu/studentservices/,www.alaska.edu/studentservices/,0,1,1,9,1,1,12,1,2,2,-2,2,23,1,A ,-2,-2,-2,1,1,1,1,-2,UA,-2,-3,-3,-3,-3,-3,-3,-3,2,2,-2,21820,1,-2,-2,2,-2, ,2090,"Fairbanks North Star Borough,",200,-147.82863,64.858626
103644,Everest College-Phoenix,"10400 N. 25th Avenue, Suite 190",Phoenix,AZ,85021-1641,4,6,Todd McDonald,Campus President,6029424141,330717311,2295000,1,www.everestcollegephoenix.edu,www.everestcollegephoenix.edu,www.everestcollegephoenix.edu,www.everestcollegephoenix.edu,www.Everestcollegephoenix.edu/npc,3,1,3,5,1,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,3,Academy of Business College | |Rhodes College,3,14,2,-1,9,2,12,40,2,2,2,38060,1,-2,-2,1,Corinthian Colleges Inc,6029430960,4013,"Maricopa County, AZ",403,-112.113845,33.580985
103723,Collins College,4750 S 44th Place,Phoenix,AZ,85040,4,6,Christine Murphy,President,4809663000,363772608,2160305,1,www.collinscollege.edu,contact.collinscollege.edu/, ,my.collinscollege.edu/enroll/,collinscollege.studentaidcalculator.com,3,1,3,5,1,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,30,-2,-2,-2,2,-2,56,2,2,1,38060,1,-2,-2,1,Career Education Corporation,4809662599,4013,"Maricopa County, AZ",404,-111.98646,33.40334
103732,Empire Beauty School-Paradise Valley,12827 N Tatum Blvd,Phoenix,AZ,85032,4,6,Michael Bouman,President/COO,8009204593,208939053,1293700,1,www.empire.edu,www.empire.edu,www.empire.edu, ,www.empire.edu,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,1,"EEG, Inc",5704294256,4013,"Maricopa County, AZ",403,-111.976357,33.602593
103741,Empire Beauty School-Tucson,3030 E Speedway Blvd,Tucson,AZ,85716,4,6,Michael Bouman,President/COO,8009204593,208939053,886500,1,www.empire.edu,www.empire.edu,www.empire.edu, ,www.empire.edu,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,46060,1,-2,-2,1,"EEG, Inc",5704294256,4019,"Pima County, AZ",407,-110.927187,32.235657
103778,Thunderbird School of Global Management,1 Global Place,Glendale,AZ,85306-6000,4,6,"Angel Cabrera, PhD",President,6029787000,860105586,107000,1,www.thunderbird.edu,www.thunderbird.edu/admissions,www.thunderbird.edu/graduate_degrees/full_time_mba/financial_aid/index.htm, , ,2,1,2,8,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,Thunderbird,1,29,-2,-2,-2,6,-2,55,1,2,2,38060,1,-2,-2,2,-2,6024395432,4013,"Maricopa County, AZ",402,-112.180861,33.620887
103787,American Indian College of the Assemblies of God Inc,10020 N 15th Ave,Phoenix,AZ,85021,4,6,Dr. David DeGarmo,President,6029443335,860200899,2199900,1,www.aicag.edu/,www.aicag.edu/admissions.html,www.aicag.edu/paying-for-college.html,www.formstack.com/forms/?789326-v1jrkwW2T6, ,2,1,2,5,1,2,30,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,3,22,15,-1,9,2,8,51,2,2,1,38060,1,-2,-2,2,-2,6029438299,4013,"Maricopa County, AZ",403,-112.092247,33.577738
103811,American Institute of Technology,440 S 54th Avenue,Phoenix,AZ,85043-4729,4,6,Charles R. Wirth,President,6022332222,860608859,2317800,1,www.ait-schools.com, , , ,www.ait-schools.com,9,3,3,1,1,2,0,2,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,1,American Institute of Technology Inc,6022331699,4013,"Maricopa County, AZ",404,-112.175304,33.442262
103893,Carrington College-Phoenix,8503 N 27th Ave.,Phoenix,AZ,85051-4063,4,6,Chuck Wilson,Executive Campus Director,6023935900,860316487,2100600,1,www.carrington.edu, , , ,carrington.edu/cc/financial-aid/net-price-calculator,3,1,3,5,1,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,Formerly Apollo College-Phoenix Inc,3,10,1,-1,4,1,4,-3,2,2,1,38060,1,-2,-2,1,"Carrington Colleges Group, Inc.", ,4013,"Maricopa County, AZ",403,-112.115546,33.560821
103909,Carrington College-Mesa,"1001 Southern Ave., Ste. 130",Mesa,AZ,85210,4,6,Valentina Colmone,Executive Campus Director,4802121600,860316487,2100611,1,www.carrington.edu, , , ,carrington.edu/cc/financial-aid/net-price-calculator,6,2,3,4,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,Carrington College-Mesa,4,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,1,"Carrington Colleges Group, Inc.", ,4013,"Maricopa County, AZ",405,-111.855281,33.393013
103927,Carrington College-Tucson,3550 N Oracle Rd.,Tucson,AZ,85705-5885,4,6,Luis Armendariz,Executive Campus Director,5208885885,860316487,2100607,1,www.carrington.edu, , , ,carrington.edu/cc/financial-aid/net-price-calculator,6,2,3,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,4,-3,-3,-3,-3,-3,-3,-3,2,2,1,46060,1,-2,-2,1,"Carrington Colleges Group, Inc.", ,4019,"Pima County, AZ",407,-110.977999,32.270861
103945,College America-Flagstaff,3012 East Route 66,Flagstaff,AZ,86004,4,6,Suzanne Scales,Executive Director,9.28214E+13,526407167,3120300,1,www.collegeamerica.edu, , , ,https://collegeamerica.studentaidcalculator.com,3,1,3,5,1,2,30,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,3, ,3,10,1,-1,4,1,1,-3,2,2,1,22380,1,-2,-2,1,CollegeAmerica,9285260763,4005,"Coconino County, AZ",401,-111.604793,35.211152
103954,Arizona Academy of Beauty-East,5631 E Speedway Blvd,Tucson,AZ,85712,4,6,Stewart White,President/Owner,5208854120,860178896,886400,1,www.arizonaacademy.com,www.arizonaacademy.com,www.arizonaacademy.com,www.arizonaacademy.com,www.arizonaacademy.com,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,46060,1,-2,-2,2,-2,5204233163,4019,"Pima County, AZ",408,-110.872305,32.237253
103963,Arizona Automotive Institute,6829 N 46th Ave,Glendale,AZ,85301-3579,4,6,Dennis Del Valle,Executive Director,6239347273,10847000,1084700,1,www.aai.edu, , , , ,6,2,3,4,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2,Arizona Automotive Institute,6,10,1,-1,4,1,2,40,2,2,2,38060,1,-2,-2,1,ATI Enterprises Inc,6239375000,4013,"Maricopa County, AZ",404,-112.157344,33.537249
104090,Brookline College-Phoenix,2445 W. Dunlap Ave.,Phoenix,AZ,85021,4,6,Donna Green,Campus Director,6022426265,860372922,2218800,1,www.brooklinecollege.edu, , , ,www.brooklinecollege.edu,3,1,3,5,1,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,3,23,2,-1,9,2,9,40,2,2,2,38060,1,-2,-2,1,"Brookline College, LLC",6029732572,4013,"Maricopa County, AZ",404,-112.15007,33.525384
104151,Arizona State University,University Drive and Mill Avenue,Tempe,AZ,85287,4,6,Michael M. Crow,President,4809659011,860196696,108100,1,www.asu.edu/,students.asu.edu/admission,students.asu.edu/financialaid,https://webapp4.asu.edu/ugapp/mainmenulogic,students.asu.edu/costs,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,ASU,2,15,11,15,11,4,15,15,1,2,5,38060,1,-2,-2,1,Arizona Board of Regents,4809653610,4013,"Maricopa County, AZ",405,-111.940011,33.421921
104160,Arizona Western College,2020 S. Avenue 8E,Yuma,AZ,85365-8834,4,6,Glenn Mayle,President,9283176000,860179321,107100,1,www.azwestern.edu,www.azwestern.edu/student_services/enrollment_services/admissions.html,www.azwestern.edu/student_services/financial_aid/,www.azwestern.edu/online_services.html,www.azwestern.edu/business_and_administrative/business_office/npcalc.html,4,2,1,3,1,2,40,1,2,2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,1,"AWC, A.W.C., AZ Western, AZ Western College, Arizona Western, Yuma/LaPaz Community College District",4,3,1,-1,1,1,3,40,2,2,3,49740,1,-2,-2,2,-2,9283176012,4027,"Yuma County, AZ",407,-114.495968,32.689306
104179,University of Arizona,1401 E University,Tucson,AZ,85721-0066,4,6,Eugene G. Sander,President,5206212211,866004791,108300,1,www.arizona.edu,admissions.arizona.edu,financialaid.arizona.edu,admissions.arizona.edu/apply,oirps.arizona.edu/npc.html,1,1,1,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,"UA|U of A|Arizona|UofA|The University of Arizona|University of Arizona|University of Az|AZ|Univ. of Arizona|Univ. of Az|Tucson|Tucson, AZ|the university of Arizona|the Univ. of Az|the U of AZ|the U of Az|Ariz.|Arizona University|Az+university|85721|AZ+univ|AZ university|",2,15,11,14,11,4,15,15,1,1,5,46060,1,-2,-2,1,Arizona Board of Regents,5206219323,4019,"Pima County, AZ",407,-110.950769,32.232071
104188,Southwest University of Visual Arts-Tucson,2525 N Country Club Rd,Tucson,AZ,85716,4,6,Sharmon R Woods,President,5203250123,860567728,2491500,1,www.suva.edu,www.suva.edu,www.suva.edu,www.suva.edu,suva.edu/financial_aid.html,3,1,3,7,1,1,20,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,"We changed our name to Southwest University of Visual Arts as of April 1, 2011.",2,30,-2,-2,-2,2,-2,40,2,2,1,46060,1,-2,-2,2,-2,5203255535,4019,"Pima County, AZ",408,-110.927321,32.252384
104294,Brillare Hairdressing Academy,15147 N. Scottsdale Road Building H Suite 300,Scottsdale,AZ,85254,4,6,Cecelia Keeto,Financial Aid Director,4809944222,860794977,2561900,1,www.attheacademy.com/,www.attheacademy.com/,www.attheacademy.com/AtTheAcademy/tuition.php, ,www.attheacademy.com,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,1,RAS Management Inc.,4809948319,4013,"Maricopa County, AZ",405,-111.925479,33.624041
104346,Central Arizona College,8470 N Overfield Rd,Coolidge,AZ,85128-9030,4,6,Doris Helmich,President,5204945444,860180838,728300,1,www.centralaz.edu,www.centralaz.edu/Home/Admissions/Admission_Procedures.htm,www.centralaz.edu/x1348.xml,https://banportal1.centralaz.edu/bannerp/bwskalog.P_DispLoginNon,doc.centralaz.edu/NetPriceCalculator/npcalc.htm,4,2,1,3,1,2,40,1,2,2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1,Pinal County Community College,4,5,1,-1,1,1,3,40,2,2,3,38060,1,-2,-2,2,-2,5208761991,4021,"Pinal County, AZ",401,-111.652501,32.957092
104364,Brown Mackie College-Tucson,4585 E Speedway Blvd.,Tucson,AZ,85712,4,6,Timothy Bush,Campus President,5203193300,860264601,4051325,1,www.brownmackie.edu, , , ,www.brownmackie.edu/tucson/student-consumer-information/financial-aid-facts.aspx,3,1,3,5,1,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,3,22,15,-1,9,2,6,55,2,2,1,46060,1,-2,-2,1,Education Management Corporation,5203193495,4019,"Pima County, AZ",408,-110.895086,32.236736
104391,Charles of Italy Beauty College,"1987 McCulloch Blvd, Suite 205",Lake Havasu City,AZ,86403,4,6,Charles Bartolomeo,Owner,9284536666,860409030,2280500,1,www.charlesofitaly.edu,charlesofitaly.edu,charlesofitaly.edu,charlesofitaly.edu,charlesofitaly.edu,9,3,3,2,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,29420,1,-2,-2,2,-2,9285052544,4015,"Mohave County, AZ",402,-114.328134,34.475275
104425,Cochise College,4190 W Highway 80,Douglas,AZ,85607-9724,4,6,"J.D. Rottweiler, Ph.D.",President,5205150500,860183151,107200,1,www.cochise.edu,www.cochise.edu/Admissions/ApplyRegister/tabid/350/Default.aspx,www.cochise.edu/Admissions/FinancialAid/tabid/375/Default.aspx,https://ccapps.cochise.edu/information/students/admissions/app/,www2.cochise.edu/netprice/npcalc.htm,4,2,1,3,1,2,40,1,2,2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,1,1,3,40,2,2,2,43420,2,-2,-2,2,-2,5204174006,4003,"Cochise County, AZ",408,-109.690422,31.365757
104434,Empire Beauty School-Flagstaff,1790 E Rte 66,Flagstaff,AZ,86004,4,6,Michael Bouman,President/COO,8009204593,208939053,1180800,1,www.empire.edu,www.empire.edu,www.empire.edu, ,www.empire.edu,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,22380,1,-2,-2,1,"EEG, Inc",5704294256,4005,"Coconino County, AZ",401,-111.625936,35.197151
